customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID_0466,Female,1,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,58.33,418.17,Yes
ID_0467,Male,0,No,No,28,No,No,No,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,116.79,4084.93,No
ID_0468,Male,1,No,No,53,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),22.0,5055.91,No
ID_0469,Female,0,Yes,Yes,51,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.94,5430.45,Yes
ID_0470,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.86,6354.83,No
ID_0471,Female,0,No,Yes,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.82,1662.95,No
ID_0472,Male,1,No,Yes,17,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),110.6,2291.76,Yes
ID_0473,Female,0,No,No,67,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,103.28,2129.03,No
ID_0474,Male,0,No,Yes,47,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.15,1311.53,No
ID_0475,Female,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.17,2136.73,No
ID_0476,Male,0,No,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,28.15,5336.71,Yes
ID_0477,Female,0,No,Yes,18,No,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,83.82,3194.12,No
ID_0478,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No internet service,One year,No,Mailed check,112.44,6673.53,No
ID_0479,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,94.12,4667.41,No
ID_0480,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,One year,No,Electronic check,46.18,1856.33,No
ID_0481,Female,0,No,Yes,58,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,90.36,4069.13,No
ID_0482,Male,0,Yes,Yes,59,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,47.87,5160.93,No
ID_0483,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,29.46,7525.25,No
ID_0484,Male,0,No,Yes,3,Yes,No,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.33,7243.8,No
ID_0485,Female,0,No,No,67,No,Yes,No,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,36.26,3714.67,No
ID_0486,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),29.41,5631.56,No
ID_0487,Female,0,Yes,Yes,29,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.7,2599.58,No
ID_0488,Male,0,Yes,Yes,33,No,No,No,Yes,No,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),80.62,5504.41,No
ID_0489,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),23.38,7929.06,Yes
ID_0490,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Two year,No,Electronic check,18.7,5431.09,Yes
ID_0491,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,106.9,2651.29,No
ID_0492,Male,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),29.83,5599.56,No
ID_0493,Female,0,No,Yes,22,No,No,No,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),76.93,7842.07,Yes
ID_0494,Male,0,No,Yes,48,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.08,1206.45,No
ID_0495,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.7,4199.68,No
ID_0496,Male,0,No,Yes,23,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),32.3,2801.03,No
ID_0497,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),57.8,2111.36,No
ID_0498,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.97,3452.35,No
ID_0499,Female,1,No,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.92,3432.93,Yes
ID_0500,Male,0,Yes,Yes,26,No,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.25,1842.41,No
ID_0501,Male,0,No,Yes,41,Yes,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,21.7,3516.62,Yes
ID_0502,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,32.63,5510.72,No
ID_0503,Female,0,Yes,Yes,11,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.62,241.79,No
ID_0504,Male,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,89.17,8591.43,Yes
ID_0505,Male,0,No,Yes,60,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.97,2583.45,No
ID_0506,Female,0,No,Yes,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,22.74,5423.31,No
ID_0507,Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),98.34,2476.04,No
ID_0508,Female,0,No,Yes,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.07,3429.18,No
ID_0509,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.41,4778.49,Yes
ID_0510,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.22,5321.11,No
ID_0511,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,67.52,6695.59,No
ID_0512,Male,1,No,No,22,Yes,No,No,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.01,6879.53,No
ID_0513,Female,0,No,No,57,Yes,No,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),90.86,4513.88,No
ID_0514,Female,0,No,Yes,14,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.84,675.04,No
ID_0515,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,90.94,4852.55,No
ID_0516,Female,0,Yes,No,16,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,47.56,4157.51,No
ID_0517,Female,1,Yes,No,12,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),82.17,1885.34,Yes
ID_0518,Female,0,Yes,Yes,55,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,52.27,106.87,No
ID_0519,Female,1,Yes,Yes,51,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,102.09,2756.96,Yes
ID_0520,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),23.79,2267.53,No
ID_0521,Male,1,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,22.04,4203.7,No
ID_0522,Female,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),28.47,6618.84,Yes
ID_0523,Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,38.59,3823.52,No
ID_0524,Female,0,Yes,Yes,69,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,22.03,8265.09,No
ID_0525,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),25.45,1936.7,Yes
ID_0526,Male,0,No,Yes,31,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,One year,Yes,Electronic check,49.01,1933.57,Yes
ID_0527,Female,0,No,Yes,31,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.28,5256.96,No
ID_0528,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,98.86,7785.81,No
ID_0529,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.66,5841.12,No
ID_0530,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,109.5,5856.9,Yes
ID_0531,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),105.77,7006.07,Yes
ID_0532,Male,0,Yes,Yes,3,No,No,No,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,39.19,5813.58,No
ID_0533,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Two year,No,Electronic check,25.44,6599.31,No
ID_0534,Male,0,Yes,Yes,52,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,28.86,7524.66,No
ID_0535,Female,0,Yes,Yes,34,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),74.44,87.35,No
ID_0536,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,78.64,7693.61,Yes
ID_0537,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),49.97,1884.28,No
ID_0538,Male,0,No,Yes,13,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.08,7923.11,No
ID_0539,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,No,Mailed check,71.67,2325.54,Yes
ID_0540,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,48.97,3963.9,No
ID_0541,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),112.15,8111.83,No
ID_0542,Male,0,Yes,No,60,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Mailed check,56.7,969.87,No
ID_0543,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.34,6477.42,No
ID_0544,Male,1,No,Yes,24,Yes,Yes,No,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,32.92,3419.76,No
ID_0545,Female,0,Yes,Yes,63,Yes,Yes,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,81.74,227.66,No
ID_0546,Male,0,Yes,Yes,61,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),51.08,8157.33,No
ID_0547,Female,0,Yes,Yes,23,Yes,No,No,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,37.22,1039.9,No
ID_0548,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,45.97,6727.51,No
ID_0549,Male,0,No,Yes,60,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),49.19,3348.89,Yes
ID_0550,Male,1,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),81.15,7043.31,No
ID_0551,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,35.81,6520.79,Yes
ID_0552,Male,0,No,No,53,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.9,5506.27,No
ID_0553,Female,1,Yes,Yes,7,Yes,No,No,Yes,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),48.89,8158.1,Yes
ID_0554,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),67.33,876.07,No
ID_0555,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),84.06,6939.29,No
ID_0556,Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),72.88,5831.83,No
ID_0557,Female,0,Yes,No,4,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),84.8,2746.17,No
ID_0558,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,50.67,4750.2,No
ID_0559,Female,1,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),115.08,5605.14,Yes
ID_0560,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,64.38,6399.33,No
ID_0561,Male,0,No,No,69,Yes,No phone service,No,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,50.6,1639.86,Yes
ID_0562,Male,0,Yes,Yes,38,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.04,903.72,No
ID_0563,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,22.54,903.22,No
ID_0564,Female,0,Yes,No,1,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.07,2565.47,No
ID_0565,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,No,Credit card (automatic),44.63,1354.86,No
ID_0566,Female,0,No,Yes,39,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,114.62,4660.67,No
ID_0567,Female,0,No,No,54,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No,One year,No,Electronic check,39.4,3806.19,No
ID_0568,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,71.46,7758.11,No
ID_0569,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),92.16,6235.81,Yes
ID_0570,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),105.7,1802.37,No
ID_0571,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,33.97,415.07,Yes
ID_0572,Male,0,No,No,16,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),117.28,6164.34,No
ID_0573,Female,1,No,Yes,21,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,109.38,7348.74,No
ID_0574,Male,0,No,Yes,45,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,115.02,6093.61,No
ID_0575,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,103.94,5597.92,Yes
ID_0576,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,106.46,2179.36,No
ID_0577,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),78.43,4305.03,No
ID_0578,Female,0,No,No,12,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,103.2,6301.32,No
ID_0579,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.92,1694.59,Yes
ID_0580,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),72.34,4148.53,Yes
ID_0581,Male,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,74.79,1032.97,Yes
ID_0582,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),118.38,4618.01,Yes
ID_0583,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,28.74,4989.07,Yes
ID_0584,Female,1,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),99.21,4658.45,No
ID_0585,Male,0,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No internet service,Yes,One year,No,Mailed check,45.72,4087.18,Yes
ID_0586,Female,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,54.55,5109.68,Yes
ID_0587,Male,0,No,Yes,2,No,No,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,26.34,8657.06,Yes
ID_0588,Female,0,Yes,No,71,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.58,5413.7,No
ID_0589,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),117.82,6540.55,No
ID_0590,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),58.16,1683.72,No
ID_0591,Female,1,Yes,Yes,47,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,No,Mailed check,85.55,4611.98,No
ID_0592,Male,0,No,Yes,22,Yes,Yes,DSL,No,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),30.38,83.84,No
ID_0593,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,110.96,291.41,Yes
ID_0594,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),101.44,2813.42,No
ID_0595,Female,0,No,Yes,64,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,57.07,4062.36,No
ID_0596,Male,0,Yes,Yes,39,Yes,No,No,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,53.27,5007.27,No
ID_0597,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),61.69,7714.25,No
ID_0598,Female,0,Yes,Yes,42,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),58.58,6706.84,Yes
ID_0599,Female,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),44.18,2618.4,Yes
ID_0600,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,117.83,6461.83,No
ID_0601,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),99.71,4779.82,No
ID_0602,Female,0,Yes,Yes,19,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,45.18,6771.19,No
ID_0603,Female,0,Yes,Yes,20,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,116.91,3580.96,No
ID_0604,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),19.81,815.15,Yes
ID_0605,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Mailed check,62.26,5378.62,Yes
ID_0606,Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),75.48,4846.09,Yes
ID_0607,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Two year,No,Mailed check,22.03,8282.73,No
ID_0608,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),34.43,1423.82,No
ID_0609,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.19,5704.85,No
ID_0610,Male,1,No,Yes,56,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,90.63,4127.12,Yes
ID_0611,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,112.69,3302.54,No
ID_0612,Female,0,Yes,No,8,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),81.02,6904.52,No
ID_0613,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),74.8,7043.9,Yes
ID_0614,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Mailed check,72.19,6211.53,No
ID_0615,Male,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.5,743.29,No
ID_0616,Male,1,No,No,4,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,101.44,3009.53,No
ID_0617,Female,0,No,Yes,37,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),72.6,423.94,Yes
ID_0618,Male,0,No,Yes,71,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),41.38,2997.14,No
ID_0619,Male,0,Yes,Yes,33,Yes,Yes,No,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,32.0,5633.66,No
ID_0620,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),117.29,4513.91,No
ID_0621,Female,0,Yes,No,55,Yes,Yes,No,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,20.01,6110.45,No
ID_0622,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),112.06,4797.77,Yes
ID_0623,Female,1,No,No,11,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),40.19,4835.48,No
ID_0624,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,84.33,4446.82,No
ID_0625,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,48.55,3176.04,Yes
ID_0626,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),104.66,3888.73,No
ID_0627,Female,0,No,Yes,38,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),72.87,993.19,No
ID_0628,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.43,7250.65,No
ID_0629,Male,0,No,Yes,19,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,45.37,7724.71,Yes
ID_0630,Male,0,No,No,56,Yes,No,DSL,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,50.44,6659.3,Yes
ID_0631,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,107.29,5076.16,No
ID_0632,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),95.31,4951.31,Yes
ID_0633,Male,0,Yes,Yes,10,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.62,4094.62,Yes
ID_0634,Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),23.5,2023.65,No
ID_0635,Female,0,Yes,Yes,64,No,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Electronic check,76.42,3344.84,No
ID_0636,Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.67,8597.32,Yes
ID_0637,Male,0,Yes,No,68,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,97.16,1282.33,Yes
ID_0638,Female,1,Yes,Yes,43,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.38,4721.69,No
ID_0639,Female,1,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,86.47,7528.11,No
ID_0640,Female,0,Yes,Yes,52,No,Yes,DSL,Yes,No,No internet service,No,No,No,Two year,No,Credit card (automatic),93.16,3944.51,No
